variable,value,prop,region,zona,sitio,manejo,plantacion,cosecha
Y02080702071412,13.750000,02,08,07,02,07,-14,12
Y02080702071313,0.770000,02,08,07,02,07,-13,13
Y02080702070917,141.300000,02,08,07,02,07,-09,17
Y02080702070818,112.800000,02,08,07,02,07,-08,18
Y02080702070620,25.220000,02,08,07,02,07,-06,20
Y02080702070521,9.350000,02,08,07,02,07,-05,21
Y02080702070125,184.400000,02,08,07,02,07,-01,25
Y02080702082501,0.430000,02,08,07,02,08,-25,01
Y02080702082303,6.440000,02,08,07,02,08,-23,03
Y02080702082006,7.520000,02,08,07,02,08,-20,06
Y02080702081808,35.670000,02,08,07,02,08,-18,08
Y02080702080917,61.280000,02,08,07,02,08,-09,17
Y02080702080818,18.960000,02,08,07,02,08,-08,18
Y02080702080125,92.870000,02,08,07,02,08,-01,25
Y02080702112000,1.520000,02,08,07,02,11,-20,00
Y02080702111800,7.960000,02,08,07,02,11,-18,00
Y02080702111404,48.220000,02,08,07,02,11,-14,04
Y02080702111305,40.150000,02,08,07,02,11,-13,05
Y02080702111206,205.800000,02,08,07,02,11,-12,06
Y02080702111107,15.540000,02,08,07,02,11,-11,07
Y02080702111008,0.190000,02,08,07,02,11,-10,08
Y02080702110909,4.320000,02,08,07,02,11,-09,09
Y02080702110810,2.450000,02,08,07,02,11,-08,10
Y02080702110711,41.330000,02,08,07,02,11,-07,11
Y02080702110513,36.470000,02,08,07,02,11,-05,13
Y02080702110216,102.900000,02,08,07,02,11,-02,16
Y02080702110117,306.900000,02,08,07,02,11,-01,17
Y02080702120810,3.870000,02,08,07,02,12,-08,10
Y02080703012102,0.140000,02,08,07,03,01,-21,02
Y02080703012003,21.780000,02,08,07,03,01,-20,03
Y02080703011805,4.560000,02,08,07,03,01,-18,05
Y02080703011211,0.080000,02,08,07,03,01,-12,11
Y02080703010815,3.690000,02,08,07,03,01,-08,15
Y02080703022400,4.320000,02,08,07,03,02,-24,00
Y02080703022300,1.190000,02,08,07,03,02,-23,00
Y02080703022003,8.770000,02,08,07,03,02,-20,03
Y02080703021805,2.330000,02,08,07,03,02,-18,05
Y02080703021211,33.140000,02,08,07,03,02,-12,11
Y02080703032003,0.220000,02,08,07,03,03,-20,03
Y02080703030815,2.380000,02,08,07,03,03,-08,15
Y02080703072105,14.460000,02,08,07,03,07,-21,05
Y02080703072006,3.010000,02,08,07,03,07,-20,06
Y02080703071808,41.100000,02,08,07,03,07,-18,08
Y02080703071214,0.080000,02,08,07,03,07,-12,14
Y02080703070917,18.000000,02,08,07,03,07,-09,17
Y02080703070818,18.190000,02,08,07,03,07,-08,18
Y02080703070224,59.770000,02,08,07,03,07,-02,24
Y02080703082402,2.970000,02,08,07,03,08,-24,02
Y02080703082303,0.850000,02,08,07,03,08,-23,03
Y02080703082105,1.440000,02,08,07,03,08,-21,05
Y02080703082006,22.820000,02,08,07,03,08,-20,06
Y02080703081808,1.530000,02,08,07,03,08,-18,08
Y02080703081511,1.760000,02,08,07,03,08,-15,11
Y02080703081214,9.130000,02,08,07,03,08,-12,14
Y02080703080818,3.270000,02,08,07,03,08,-08,18
Y02080703080620,0.160000,02,08,07,03,08,-06,20
Y02080703111900,4.490000,02,08,07,03,11,-19,00
Y02080703111404,15.730000,02,08,07,03,11,-14,04
Y02080703111305,147.900000,02,08,07,03,11,-13,05
Y02080703111206,0.310000,02,08,07,03,11,-12,06
Y02080703111008,0.370000,02,08,07,03,11,-10,08
Y02080703110711,40.400000,02,08,07,03,11,-07,11
Y02080703110513,15.350000,02,08,07,03,11,-05,13
Y02080703110414,73.510000,02,08,07,03,11,-04,14
Y02080703110315,26.420000,02,08,07,03,11,-03,15
Y02080703110216,4.550000,02,08,07,03,11,-02,16
Y02080703120810,1.110000,02,08,07,03,12,-08,10
Y02080704012300,0.830000,02,08,07,04,01,-23,00
Y02080704011310,3.260000,02,08,07,04,01,-13,10
Y02080704011211,3.260000,02,08,07,04,01,-12,11
Y02080704010122,4.470000,02,08,07,04,01,-01,22
Y02080704021211,21.440000,02,08,07,04,02,-12,11
Y02080704031211,16.590000,02,08,07,04,03,-12,11
Y02080704030914,11.210000,02,08,07,04,03,-09,14
Y02080704030122,10.240000,02,08,07,04,03,-01,22
Y02080704070818,39.160000,02,08,07,04,07,-08,18
Y02080704111800,0.160000,02,08,07,04,11,-18,00
Y02080704111503,17.080000,02,08,07,04,11,-15,03
Y02080704111404,12.840000,02,08,07,04,11,-14,04
Y02080704111305,71.380000,02,08,07,04,11,-13,05
Y02080704111206,0.860000,02,08,07,04,11,-12,06
Y02080704110909,6.520000,02,08,07,04,11,-09,09
Y02080704110711,36.510000,02,08,07,04,11,-07,11
Y02080704110612,4.000000,02,08,07,04,11,-06,12
Y02080704110513,44.870000,02,08,07,04,11,-05,13
Y02080704110414,36.800000,02,08,07,04,11,-04,14
Y02080704110315,7.280000,02,08,07,04,11,-03,15
Y02080704110117,14.770000,02,08,07,04,11,-01,17
Y02080704120909,2.310000,02,08,07,04,12,-09,09
Y02090401010815,49.280000,02,09,04,01,01,-08,15
Y02090401010716,53.000000,02,09,04,01,01,-07,16
Y02090401010518,160.400000,02,09,04,01,01,-05,18
Y02090401010419,175.000000,02,09,04,01,01,-04,19
Y02090401022900,0.272800,02,09,04,01,02,-29,00
Y02090401022600,53.380000,02,09,04,01,02,-26,00
Y02090401022400,12.610000,02,09,04,01,02,-24,00
Y02090401022300,10.460000,02,09,04,01,02,-23,00
Y02090401020518,4.130000,02,09,04,01,02,-05,18
Y02090401020320,192.100000,02,09,04,01,02,-03,20
Y02090401020221,61.370000,02,09,04,01,02,-02,21
Y02090401020122,165.600000,02,09,04,01,02,-01,22
Y02090401033000,6.820000,02,09,04,01,03,-30,00
Y02090401032600,5.680000,02,09,04,01,03,-26,00
Y02090401032400,3.660000,02,09,04,01,03,-24,00
Y02090401032300,2.280000,02,09,04,01,03,-23,00
Y02090401031112,2.230000,02,09,04,01,03,-11,12
Y02090401031013,5.830000,02,09,04,01,03,-10,13
Y02090401030914,38.980000,02,09,04,01,03,-09,14
Y02090401030518,21.440000,02,09,04,01,03,-05,18
Y02090401030320,28.630000,02,09,04,01,03,-03,20
Y02090401030221,41.090000,02,09,04,01,03,-02,21
Y02090401030122,91.320000,02,09,04,01,03,-01,22
Y02090401073000,0.563200,02,09,04,01,07,-30,00
Y02090401072800,1.480000,02,09,04,01,07,-28,00
Y02090401072700,7.010000,02,09,04,01,07,-27,00
Y02090401072600,21.870000,02,09,04,01,07,-26,00
Y02090401072402,41.910000,02,09,04,01,07,-24,02
Y02090401072303,3.260000,02,09,04,01,07,-23,03
Y02090401072204,112.100000,02,09,04,01,07,-22,04
Y02090401071907,1.950000,02,09,04,01,07,-19,07
Y02090401071016,4.670000,02,09,04,01,07,-10,16
Y02090401070917,0.170000,02,09,04,01,07,-09,17
Y02090401070818,125.700000,02,09,04,01,07,-08,18
Y02090401070323,34.940000,02,09,04,01,07,-03,23
Y02090401070125,75.010000,02,09,04,01,07,-01,25
Y02090401082303,47.220000,02,09,04,01,08,-23,03
Y02090401082204,51.160000,02,09,04,01,08,-22,04
Y02090401082105,50.310000,02,09,04,01,08,-21,05
Y02090401082006,4.040000,02,09,04,01,08,-20,06
Y02090401081907,30.820000,02,09,04,01,08,-19,07
Y02090401080323,164.400000,02,09,04,01,08,-03,23
Y02090401080224,132.800000,02,09,04,01,08,-02,24
Y02090401080125,290.300000,02,09,04,01,08,-01,25
Y02090401110909,62.920000,02,09,04,01,11,-09,09
Y02090401110513,27.620000,02,09,04,01,11,-05,13
Y02090401110117,2.690000,02,09,04,01,11,-01,17
Y02090401122000,431.400000,02,09,04,01,12,-20,00
Y02090401121800,2.690000,02,09,04,01,12,-18,00
Y02090401121206,84.240000,02,09,04,01,12,-12,06
Y02090401120909,79.280000,02,09,04,01,12,-09,09
Y02090401120810,155.800000,02,09,04,01,12,-08,10
Y02090401120612,61.310000,02,09,04,01,12,-06,12
Y02090401120414,46.570000,02,09,04,01,12,-04,14
Y02090401120315,88.990000,02,09,04,01,12,-03,15
Y02090401120117,8.530000,02,09,04,01,12,-01,17
Y02090402013000,1.373000,02,09,04,02,01,-30,00
Y02090402012900,3.203000,02,09,04,02,01,-29,00
Y02090402012600,1.810000,02,09,04,02,01,-26,00
Y02090402012400,34.990000,02,09,04,02,01,-24,00
Y02090402012300,20.800000,02,09,04,02,01,-23,00
Y02090402012003,9.660000,02,09,04,02,01,-20,03
Y02090402011805,2.910000,02,09,04,02,01,-18,05
Y02090402011706,0.790000,02,09,04,02,01,-17,06
Y02090402011310,30.190000,02,09,04,02,01,-13,10
Y02090402011211,2.790000,02,09,04,02,01,-12,11
Y02090402011112,114.300000,02,09,04,02,01,-11,12
Y02090402011013,72.570000,02,09,04,02,01,-10,13
Y02090402010914,26.290000,02,09,04,02,01,-09,14
Y02090402010815,199.400000,02,09,04,02,01,-08,15
Y02090402010716,144.600000,02,09,04,02,01,-07,16
Y02090402010617,101.600000,02,09,04,02,01,-06,17
Y02090402010518,0.660000,02,09,04,02,01,-05,18
Y02090402010419,44.930000,02,09,04,02,01,-04,19
Y02090402010320,30.890000,02,09,04,02,01,-03,20
Y02090402010221,47.170000,02,09,04,02,01,-02,21
Y02090402010122,106.300000,02,09,04,02,01,-01,22
Y02090402023000,0.660000,02,09,04,02,02,-30,00
Y02090402022900,3.511000,02,09,04,02,02,-29,00
Y02090402022400,49.380000,02,09,04,02,02,-24,00
Y02090402022300,48.280000,02,09,04,02,02,-23,00
Y02090402021310,8.270000,02,09,04,02,02,-13,10
Y02090402021211,3.560000,02,09,04,02,02,-12,11
Y02090402021112,55.460000,02,09,04,02,02,-11,12
Y02090402021013,157.100000,02,09,04,02,02,-10,13
Y02090402020914,48.100000,02,09,04,02,02,-09,14
Y02090402020815,107.300000,02,09,04,02,02,-08,15
Y02090402020716,106.900000,02,09,04,02,02,-07,16
Y02090402020617,71.850000,02,09,04,02,02,-06,17
Y02090402020419,84.370000,02,09,04,02,02,-04,19
Y02090402020320,42.120000,02,09,04,02,02,-03,20
Y02090402020122,5.690000,02,09,04,02,02,-01,22
Y02090402032900,1.470000,02,09,04,02,03,-29,00
Y02090402032500,2.300000,02,09,04,02,03,-25,00
Y02090402032400,0.820000,02,09,04,02,03,-24,00
Y02090402032300,40.230000,02,09,04,02,03,-23,00
Y02090402031310,6.710000,02,09,04,02,03,-13,10
Y02090402031211,0.440000,02,09,04,02,03,-12,11
Y02090402031112,16.750000,02,09,04,02,03,-11,12
Y02090402031013,11.040000,02,09,04,02,03,-10,13
Y02090402030815,52.910000,02,09,04,02,03,-08,15
Y02090402030716,31.350000,02,09,04,02,03,-07,16
Y02090402030617,30.230000,02,09,04,02,03,-06,17
Y02090402030419,17.870000,02,09,04,02,03,-04,19
Y02090402030320,1.360000,02,09,04,02,03,-03,20
Y02090402030122,8.050000,02,09,04,02,03,-01,22
Y02090402072501,2.300000,02,09,04,02,07,-25,01
Y02090402072006,12.310000,02,09,04,02,07,-20,06
Y02090402071412,94.870000,02,09,04,02,07,-14,12
Y02090402071313,44.070000,02,09,04,02,07,-13,13
Y02090402071016,8.460000,02,09,04,02,07,-10,16
Y02090402070917,323.500000,02,09,04,02,07,-09,17
Y02090402070818,51.380000,02,09,04,02,07,-08,18
Y02090402070224,77.160000,02,09,04,02,07,-02,24
Y02090402070125,15.150000,02,09,04,02,07,-01,25
Y02090402082402,0.810000,02,09,04,02,08,-24,02
Y02090402082303,106.000000,02,09,04,02,08,-23,03
Y02090402082204,5.440000,02,09,04,02,08,-22,04
Y02090402082105,24.960000,02,09,04,02,08,-21,05
Y02090402081907,34.140000,02,09,04,02,08,-19,07
Y02090402081808,28.150000,02,09,04,02,08,-18,08
Y02090402081709,14.920000,02,09,04,02,08,-17,09
Y02090402081610,14.780000,02,09,04,02,08,-16,10
Y02090402081511,66.890000,02,09,04,02,08,-15,11
Y02090402081313,21.670000,02,09,04,02,08,-13,13
Y02090402080224,17.810000,02,09,04,02,08,-02,24
Y02090402080125,16.680000,02,09,04,02,08,-01,25
Y02090402111900,3.630000,02,09,04,02,11,-19,00
Y02090402111206,2.190000,02,09,04,02,11,-12,06
Y02090402110909,13.360000,02,09,04,02,11,-09,09
Y02090402110513,0.620000,02,09,04,02,11,-05,13
Y02090402122000,433.600000,02,09,04,02,12,-20,00
Y02090402121900,41.680000,02,09,04,02,12,-19,00
Y02090402121800,2.440000,02,09,04,02,12,-18,00
Y02090402121701,20.190000,02,09,04,02,12,-17,01
Y02090402121503,12.780000,02,09,04,02,12,-15,03
Y02090402121305,0.150000,02,09,04,02,12,-13,05
Y02090402121206,89.070000,02,09,04,02,12,-12,06
Y02090402120909,10.210000,02,09,04,02,12,-09,09
Y02090402120810,292.100000,02,09,04,02,12,-08,10
Y02090402120711,53.640000,02,09,04,02,12,-07,11
Y02090402120414,15.590000,02,09,04,02,12,-04,14
Y02090402120216,178.400000,02,09,04,02,12,-02,16
Y02090402120117,113.200000,02,09,04,02,12,-01,17
Y02090403012500,55.530000,02,09,04,03,01,-25,00
Y02090403011706,27.710000,02,09,04,03,01,-17,06
Y02090403023000,5.386000,02,09,04,03,02,-30,00
Y02090403022900,11.570000,02,09,04,03,02,-29,00
Y02090403022700,34.540000,02,09,04,03,02,-27,00
Y02090403022500,0.300000,02,09,04,03,02,-25,00
Y02090403022400,12.100000,02,09,04,03,02,-24,00
Y02090403022300,0.460000,02,09,04,03,02,-23,00
Y02090403021706,3.220000,02,09,04,03,02,-17,06
Y02090403021211,4.390000,02,09,04,03,02,-12,11
Y02090403021112,0.120000,02,09,04,03,02,-11,12
Y02090403020716,138.200000,02,09,04,03,02,-07,16
Y02090403020617,2.640000,02,09,04,03,02,-06,17
Y02090403020419,37.090000,02,09,04,03,02,-04,19
Y02090403020320,0.490000,02,09,04,03,02,-03,20
Y02090403020221,11.730000,02,09,04,03,02,-02,21
Y02090403032003,29.040000,02,09,04,03,03,-20,03
Y02090403031706,8.380000,02,09,04,03,03,-17,06
Y02090403031607,13.960000,02,09,04,03,03,-16,07
Y02090403031508,18.620000,02,09,04,03,03,-15,08
Y02090403073000,0.598400,02,09,04,03,07,-30,00
Y02090403072006,3.120000,02,09,04,03,07,-20,06
Y02090403071907,1.310000,02,09,04,03,07,-19,07
Y02090403071115,90.520000,02,09,04,03,07,-11,15
Y02090403082900,2.218000,02,09,04,03,08,-29,00
Y02090403082800,0.610000,02,09,04,03,08,-28,00
Y02090403082501,3.210000,02,09,04,03,08,-25,01
Y02090403082303,0.560000,02,09,04,03,08,-23,03
Y02090403082105,7.040000,02,09,04,03,08,-21,05
Y02090403082006,5.130000,02,09,04,03,08,-20,06
Y02090403080719,44.050000,02,09,04,03,08,-07,19
Y02090403080323,7.400000,02,09,04,03,08,-03,23
Y02090403080224,11.910000,02,09,04,03,08,-02,24
Y02090403080125,3.750000,02,09,04,03,08,-01,25
Y02090403111900,6.230000,02,09,04,03,11,-19,00
Y02090403122000,21.680000,02,09,04,03,12,-20,00
Y02090403121900,11.640000,02,09,04,03,12,-19,00
Y02090403121800,2.910000,02,09,04,03,12,-18,00
Y02090403121701,55.450000,02,09,04,03,12,-17,01
Y02090403121404,82.520000,02,09,04,03,12,-14,04
Y02090403121305,3.820000,02,09,04,03,12,-13,05
Y02090403121107,41.640000,02,09,04,03,12,-11,07
Y02090403120909,444.300000,02,09,04,03,12,-09,09
Y02090403120612,48.480000,02,09,04,03,12,-06,12
Y02090403120315,229.400000,02,09,04,03,12,-03,15
Y02090403120216,106.500000,02,09,04,03,12,-02,16
Y02090404012900,0.800800,02,09,04,04,01,-29,00
Y02090404012500,2.760000,02,09,04,04,01,-25,00
Y02090404010815,88.110000,02,09,04,04,01,-08,15
Y02090404010716,162.600000,02,09,04,04,01,-07,16
Y02090404010617,188.500000,02,09,04,04,01,-06,17
Y02090404010518,200.400000,02,09,04,04,01,-05,18
Y02090404010419,107.000000,02,09,04,04,01,-04,19
Y02090404010221,5.840000,02,09,04,04,01,-02,21
Y02090404023000,0.255200,02,09,04,04,02,-30,00
Y02090404022900,0.457600,02,09,04,04,02,-29,00
Y02090404022500,0.670000,02,09,04,04,02,-25,00
Y02090404020617,118.800000,02,09,04,04,02,-06,17
Y02090404020518,205.900000,02,09,04,04,02,-05,18
Y02090404020419,13.200000,02,09,04,04,02,-04,19
Y02090404020320,7.050000,02,09,04,04,02,-03,20
Y02090404020221,2.110000,02,09,04,04,02,-02,21
Y02090404032003,13.470000,02,09,04,04,03,-20,03
Y02090404031904,14.740000,02,09,04,04,03,-19,04
Y02090404030815,138.100000,02,09,04,04,03,-08,15
Y02090404030716,465.900000,02,09,04,04,03,-07,16
Y02090404112000,5.050000,02,09,04,04,11,-20,00
Y02090404111900,6.180000,02,09,04,04,11,-19,00
Y02090404111404,25.840000,02,09,04,04,11,-14,04
Y02090404111107,4.210000,02,09,04,04,11,-11,07
Y02090404110909,8.230000,02,09,04,04,11,-09,09
Y02090404122000,126.900000,02,09,04,04,12,-20,00
Y02090404121900,0.290000,02,09,04,04,12,-19,00
Y02090404121800,0.730000,02,09,04,04,12,-18,00
Y02090404121701,13.880000,02,09,04,04,12,-17,01
Y02090404121305,2.370000,02,09,04,04,12,-13,05
Y02090404120909,78.570000,02,09,04,04,12,-09,09
Y02090404120810,104.500000,02,09,04,04,12,-08,10
Y02090601012700,0.830000,02,09,06,01,01,-27,00
Y02090601011904,4.780000,02,09,06,01,01,-19,04
Y02090601011310,5.290000,02,09,06,01,01,-13,10
Y02090601011211,2.100000,02,09,06,01,01,-12,11
Y02090601011112,2.000000,02,09,06,01,01,-11,12
Y02090601011013,1.150000,02,09,06,01,01,-10,13
Y02090601010518,1.240000,02,09,06,01,01,-05,18
Y02090601022700,3.800000,02,09,06,01,02,-27,00
Y02090601022201,4.460000,02,09,06,01,02,-22,01
Y02090601021409,0.660000,02,09,06,01,02,-14,09
Y02090601021310,0.930000,02,09,06,01,02,-13,10
Y02090601021211,42.270000,02,09,06,01,02,-12,11
Y02090601020518,16.630000,02,09,06,01,02,-05,18
Y02090601020221,4.360000,02,09,06,01,02,-02,21
Y02090601020122,48.730000,02,09,06,01,02,-01,22
Y02090601032900,47.430000,02,09,06,01,03,-29,00
Y02090601032700,1.340000,02,09,06,01,03,-27,00
Y02090601032600,1.000000,02,09,06,01,03,-26,00
Y02090601031409,0.200000,02,09,06,01,03,-14,09
Y02090601031310,22.830000,02,09,06,01,03,-13,10
Y02090601031211,7.760000,02,09,06,01,03,-12,11
Y02090601030221,0.300000,02,09,06,01,03,-02,21
Y02090601030122,5.510000,02,09,06,01,03,-01,22
Y02090601071115,80.120000,02,09,06,01,07,-11,15
Y02090601071016,8.570000,02,09,06,01,07,-10,16
Y02090601070917,19.670000,02,09,06,01,07,-09,17
Y02090601080224,7.120000,02,09,06,01,08,-02,24
Y02090601112000,52.000000,02,09,06,01,11,-20,00
Y02090601111305,10.050000,02,09,06,01,11,-13,05
Y02090601111206,47.440000,02,09,06,01,11,-12,06
Y02090601111107,9.620000,02,09,06,01,11,-11,07
Y02090601111008,9.840000,02,09,06,01,11,-10,08
Y02090601110810,113.300000,02,09,06,01,11,-08,10
Y02090601110711,4.160000,02,09,06,01,11,-07,11
Y02090601110513,22.330000,02,09,06,01,11,-05,13
Y02090601110414,19.550000,02,09,06,01,11,-04,14
Y02090601110315,21.830000,02,09,06,01,11,-03,15
Y02090601110216,32.880000,02,09,06,01,11,-02,16
Y02090601110117,19.630000,02,09,06,01,11,-01,17
Y02090601122000,9.980000,02,09,06,01,12,-20,00
Y02090602011013,13.440000,02,09,06,02,01,-10,13
Y02090602010518,3.450000,02,09,06,02,01,-05,18
Y02090602022900,2.658000,02,09,06,02,02,-29,00
Y02090602022600,33.550000,02,09,06,02,02,-26,00
Y02090602021211,5.320000,02,09,06,02,02,-12,11
Y02090602021112,6.670000,02,09,06,02,02,-11,12
Y02090602021013,2.290000,02,09,06,02,02,-10,13
Y02090602020518,18.210000,02,09,06,02,02,-05,18
Y02090602020221,40.690000,02,09,06,02,02,-02,21
Y02090602020122,22.910000,02,09,06,02,02,-01,22
Y02090602033000,2.587000,02,09,06,02,03,-30,00
Y02090602032900,63.980000,02,09,06,02,03,-29,00
Y02090602031706,18.370000,02,09,06,02,03,-17,06
Y02090602031310,4.920000,02,09,06,02,03,-13,10
Y02090602031211,1.260000,02,09,06,02,03,-12,11
Y02090602030221,0.600000,02,09,06,02,03,-02,21
Y02090602030122,15.600000,02,09,06,02,03,-01,22
Y02090602071016,7.450000,02,09,06,02,07,-10,16
Y02090602070917,25.300000,02,09,06,02,07,-09,17
Y02090602070818,5.180000,02,09,06,02,07,-08,18
Y02090602080323,4.840000,02,09,06,02,08,-03,23
Y02090602080224,16.770000,02,09,06,02,08,-02,24
Y02090602112000,0.710000,02,09,06,02,11,-20,00
Y02090602111305,7.780000,02,09,06,02,11,-13,05
Y02090602111107,36.890000,02,09,06,02,11,-11,07
Y02090602111008,6.760000,02,09,06,02,11,-10,08
Y02090602110909,1.080000,02,09,06,02,11,-09,09
Y02090602110711,14.680000,02,09,06,02,11,-07,11
Y02090602110513,11.720000,02,09,06,02,11,-05,13
Y02090602110414,5.200000,02,09,06,02,11,-04,14
Y02090602110315,17.800000,02,09,06,02,11,-03,15
Y02090602110117,54.540000,02,09,06,02,11,-01,17
Y02090603010815,63.390000,02,09,06,03,01,-08,15
Y02090603010617,40.510000,02,09,06,03,01,-06,17
Y02090603010518,65.090000,02,09,06,03,01,-05,18
Y02090603010419,75.560000,02,09,06,03,01,-04,19
Y02090603022900,12.790000,02,09,06,03,02,-29,00
Y02090603022600,57.540000,02,09,06,03,02,-26,00
Y02090603022500,5.890000,02,09,06,03,02,-25,00
Y02090603021607,0.300000,02,09,06,03,02,-16,07
Y02090603021508,0.980000,02,09,06,03,02,-15,08
Y02090603020914,3.120000,02,09,06,03,02,-09,14
Y02090603020221,9.870000,02,09,06,03,02,-02,21
Y02090603020122,105.200000,02,09,06,03,02,-01,22
Y02090603032900,0.246400,02,09,06,03,03,-29,00
Y02090603032700,8.980000,02,09,06,03,03,-27,00
Y02090603032600,27.380000,02,09,06,03,03,-26,00
Y02090603032500,20.790000,02,09,06,03,03,-25,00
Y02090603031607,0.250000,02,09,06,03,03,-16,07
Y02090603031508,3.410000,02,09,06,03,03,-15,08
Y02090603031211,0.860000,02,09,06,03,03,-12,11
Y02090603030914,17.540000,02,09,06,03,03,-09,14
Y02090603030221,3.640000,02,09,06,03,03,-02,21
Y02090603030122,0.550000,02,09,06,03,03,-01,22
Y02090603070917,3.310000,02,09,06,03,07,-09,17
Y02090603070224,108.400000,02,09,06,03,07,-02,24
Y02090603082006,3.670000,02,09,06,03,08,-20,06
Y02090603080323,7.650000,02,09,06,03,08,-03,23
Y02090603110711,7.470000,02,09,06,03,11,-07,11
Y02090603110513,24.410000,02,09,06,03,11,-05,13
Y02090603110315,7.840000,02,09,06,03,11,-03,15
Y02090603110216,39.550000,02,09,06,03,11,-02,16
Y02090603110117,22.410000,02,09,06,03,11,-01,17
Y02090603122000,5.960000,02,09,06,03,12,-20,00
Y02090604012700,43.910000,02,09,06,04,01,-27,00
Y02090604012201,1.740000,02,09,06,04,01,-22,01
Y02090604011508,38.090000,02,09,06,04,01,-15,08
Y02090604011409,47.170000,02,09,06,04,01,-14,09
Y02090604011211,4.510000,02,09,06,04,01,-12,11
Y02090604010914,18.140000,02,09,06,04,01,-09,14
Y02090604010518,7.460000,02,09,06,04,01,-05,18
Y02090604022600,17.150000,02,09,06,04,02,-26,00
Y02090604022201,4.420000,02,09,06,04,02,-22,01
Y02090604021211,8.020000,02,09,06,04,02,-12,11
Y02090604020914,21.300000,02,09,06,04,02,-09,14
Y02090604020518,6.170000,02,09,06,04,02,-05,18
Y02090604072700,1.060000,02,09,06,04,07,-27,00
Y02090604072600,13.160000,02,09,06,04,07,-26,00
Y02090604072501,10.460000,02,09,06,04,07,-25,01
Y02090604071511,17.800000,02,09,06,04,07,-15,11
Y02090604071214,31.890000,02,09,06,04,07,-12,14
Y02090604070521,3.830000,02,09,06,04,07,-05,21
Y02090604111602,14.200000,02,09,06,04,11,-16,02
Y02090604110315,118.300000,02,09,06,04,11,-03,15
Y02090604110216,15.130000,02,09,06,04,11,-02,16
Y02090604110117,5.520000,02,09,06,04,11,-01,17
Y02090604120414,72.800000,02,09,06,04,12,-04,14
Y02090701013000,10.090000,02,09,07,01,01,-30,00
Y02090701012800,0.430000,02,09,07,01,01,-28,00
Y02090701012500,52.480000,02,09,07,01,01,-25,00
Y02090701012400,2.550000,02,09,07,01,01,-24,00
Y02090701012300,11.940000,02,09,07,01,01,-23,00
Y02090701012201,12.580000,02,09,07,01,01,-22,01
Y02090701011211,152.300000,02,09,07,01,01,-12,11
Y02090701011112,7.330000,02,09,07,01,01,-11,12
Y02090701010815,25.530000,02,09,07,01,01,-08,15
Y02090701010716,47.590000,02,09,07,01,01,-07,16
Y02090701010518,49.040000,02,09,07,01,01,-05,18
Y02090701022201,3.840000,02,09,07,01,02,-22,01
Y02090701021904,10.040000,02,09,07,01,02,-19,04
Y02090701021805,8.820000,02,09,07,01,02,-18,05
Y02090701021706,1.500000,02,09,07,01,02,-17,06
Y02090701021211,92.940000,02,09,07,01,02,-12,11
Y02090701021112,30.660000,02,09,07,01,02,-11,12
Y02090701021013,23.770000,02,09,07,01,02,-10,13
Y02090701020914,1.990000,02,09,07,01,02,-09,14
Y02090701020716,10.820000,02,09,07,01,02,-07,16
Y02090701020419,129.900000,02,09,07,01,02,-04,19
Y02090701032300,11.880000,02,09,07,01,03,-23,00
Y02090701031904,17.630000,02,09,07,01,03,-19,04
Y02090701031013,0.480000,02,09,07,01,03,-10,13
Y02090701073000,2.684000,02,09,07,01,07,-30,00
Y02090701072800,6.530000,02,09,07,01,07,-28,00
Y02090701071115,104.800000,02,09,07,01,07,-11,15
Y02090701071016,251.600000,02,09,07,01,07,-10,16
Y02090701070818,154.900000,02,09,07,01,07,-08,18
Y02090701083000,2.297000,02,09,07,01,08,-30,00
Y02090701082800,0.340000,02,09,07,01,08,-28,00
Y02090701082501,16.680000,02,09,07,01,08,-25,01
Y02090701082402,60.380000,02,09,07,01,08,-24,02
Y02090701082303,58.890000,02,09,07,01,08,-23,03
Y02090701082006,23.420000,02,09,07,01,08,-20,06
Y02090701081115,141.900000,02,09,07,01,08,-11,15
Y02090701080323,95.790000,02,09,07,01,08,-03,23
Y02090701080224,186.200000,02,09,07,01,08,-02,24
Y02090701080125,238.600000,02,09,07,01,08,-01,25
Y02090701112000,493.000000,02,09,07,01,11,-20,00
Y02090701111900,23.270000,02,09,07,01,11,-19,00
Y02090701111800,43.800000,02,09,07,01,11,-18,00
Y02090701111701,95.430000,02,09,07,01,11,-17,01
Y02090701111602,1.200000,02,09,07,01,11,-16,02
Y02090701111503,28.670000,02,09,07,01,11,-15,03
Y02090701111404,413.400000,02,09,07,01,11,-14,04
Y02090701111305,141.400000,02,09,07,01,11,-13,05
Y02090701111206,478.100000,02,09,07,01,11,-12,06
Y02090701111107,429.300000,02,09,07,01,11,-11,07
Y02090701111008,1292.000000,02,09,07,01,11,-10,08
Y02090701110909,1216.000000,02,09,07,01,11,-09,09
Y02090701110810,721.200000,02,09,07,01,11,-08,10
Y02090701110711,1238.000000,02,09,07,01,11,-07,11
Y02090701110612,1024.000000,02,09,07,01,11,-06,12
Y02090701110513,463.700000,02,09,07,01,11,-05,13
Y02090701110414,367.500000,02,09,07,01,11,-04,14
Y02090701110315,598.200000,02,09,07,01,11,-03,15
Y02090701110216,1385.000000,02,09,07,01,11,-02,16
Y02090701110117,609.800000,02,09,07,01,11,-01,17
Y02090701122000,146.400000,02,09,07,01,12,-20,00
