variable,value,prop,region,zona,sitio,manejo,plantacion,cosecha
Y01070101013000,29.560000,01,07,01,01,01,-30,00
Y01070101012900,5.922000,01,07,01,01,01,-29,00
Y01070101012800,1.150000,01,07,01,01,01,-28,00
Y01070101012700,7.110000,01,07,01,01,01,-27,00
Y01070101012600,7.280000,01,07,01,01,01,-26,00
Y01070101012500,2.370000,01,07,01,01,01,-25,00
Y01070101012400,46.890000,01,07,01,01,01,-24,00
Y01070101012300,38.390000,01,07,01,01,01,-23,00
Y01070101012201,45.880000,01,07,01,01,01,-22,01
Y01070101012102,86.050000,01,07,01,01,01,-21,02
Y01070101012003,181.300000,01,07,01,01,01,-20,03
Y01070101011904,43.330000,01,07,01,01,01,-19,04
Y01070101011805,527.600000,01,07,01,01,01,-18,05
Y01070101011706,120.900000,01,07,01,01,01,-17,06
Y01070101011607,172.900000,01,07,01,01,01,-16,07
Y01070101011508,155.000000,01,07,01,01,01,-15,08
Y01070101011409,378.500000,01,07,01,01,01,-14,09
Y01070101011310,237.100000,01,07,01,01,01,-13,10
Y01070101011211,199.300000,01,07,01,01,01,-12,11
Y01070101011112,95.760000,01,07,01,01,01,-11,12
Y01070101010815,118.400000,01,07,01,01,01,-08,15
Y01070101010716,57.320000,01,07,01,01,01,-07,16
Y01070101010617,67.880000,01,07,01,01,01,-06,17
Y01070101010518,0.390000,01,07,01,01,01,-05,18
Y01070101010419,1.050000,01,07,01,01,01,-04,19
Y01070101010122,156.800000,01,07,01,01,01,-01,22
Y01070101023000,33.850000,01,07,01,01,02,-30,00
Y01070101022900,16.220000,01,07,01,01,02,-29,00
Y01070101022800,48.420000,01,07,01,01,02,-28,00
Y01070101022700,16.630000,01,07,01,01,02,-27,00
Y01070101022600,23.390000,01,07,01,01,02,-26,00
Y01070101022500,17.600000,01,07,01,01,02,-25,00
Y01070101022400,94.610000,01,07,01,01,02,-24,00
Y01070101022300,204.200000,01,07,01,01,02,-23,00
Y01070101022201,337.000000,01,07,01,01,02,-22,01
Y01070101022102,388.400000,01,07,01,01,02,-21,02
Y01070101022003,546.800000,01,07,01,01,02,-20,03
Y01070101021904,145.800000,01,07,01,01,02,-19,04
Y01070101021805,351.700000,01,07,01,01,02,-18,05
Y01070101021706,254.200000,01,07,01,01,02,-17,06
Y01070101021607,706.800000,01,07,01,01,02,-16,07
Y01070101021508,342.500000,01,07,01,01,02,-15,08
Y01070101021409,471.100000,01,07,01,01,02,-14,09
Y01070101021310,241.100000,01,07,01,01,02,-13,10
Y01070101021211,3.050000,01,07,01,01,02,-12,11
Y01070101021013,307.600000,01,07,01,01,02,-10,13
Y01070101020914,344.800000,01,07,01,01,02,-09,14
Y01070101020815,343.500000,01,07,01,01,02,-08,15
Y01070101020716,301.100000,01,07,01,01,02,-07,16
Y01070101020617,104.000000,01,07,01,01,02,-06,17
Y01070101020518,421.200000,01,07,01,01,02,-05,18
Y01070101020419,578.900000,01,07,01,01,02,-04,19
Y01070101020320,543.700000,01,07,01,01,02,-03,20
Y01070101020221,521.300000,01,07,01,01,02,-02,21
Y01070101020122,568.300000,01,07,01,01,02,-01,22
Y01070101033000,0.202400,01,07,01,01,03,-30,00
Y01070101032900,12.810000,01,07,01,01,03,-29,00
Y01070101032800,3.450000,01,07,01,01,03,-28,00
Y01070101032700,15.430000,01,07,01,01,03,-27,00
Y01070101032600,5.480000,01,07,01,01,03,-26,00
Y01070101032500,10.550000,01,07,01,01,03,-25,00
Y01070101032400,15.540000,01,07,01,01,03,-24,00
Y01070101032300,84.560000,01,07,01,01,03,-23,00
Y01070101032201,11.310000,01,07,01,01,03,-22,01
Y01070101032102,5.520000,01,07,01,01,03,-21,02
Y01070101032003,5.520000,01,07,01,01,03,-20,03
Y01070101031706,43.560000,01,07,01,01,03,-17,06
Y01070101031409,1.490000,01,07,01,01,03,-14,09
Y01070101031310,1.110000,01,07,01,01,03,-13,10
Y01070101031211,6.860000,01,07,01,01,03,-12,11
Y01070101031112,0.690000,01,07,01,01,03,-11,12
Y01070101082303,0.290000,01,07,01,01,08,-23,03
Y01070101082006,7.910000,01,07,01,01,08,-20,06
Y01070101081808,27.500000,01,07,01,01,08,-18,08
Y01070101081313,0.630000,01,07,01,01,08,-13,13
Y01070101080818,36.280000,01,07,01,01,08,-08,18
Y01070101080224,43.770000,01,07,01,01,08,-02,24
Y01070101080125,86.740000,01,07,01,01,08,-01,25
Y01070101093000,9.610000,01,07,01,01,09,-30,00
Y01070101092800,1.590000,01,07,01,01,09,-28,00
Y01070101092700,0.830000,01,07,01,01,09,-27,00
Y01070101092501,2.270000,01,07,01,01,09,-25,01
Y01070101091016,31.560000,01,07,01,01,09,-10,16
Y01070101090719,12.570000,01,07,01,01,09,-07,19
Y01070101090620,16.390000,01,07,01,01,09,-06,20
Y01070101090422,101.400000,01,07,01,01,09,-04,22
Y01070101090323,5.080000,01,07,01,01,09,-03,23
Y01070101090125,47.780000,01,07,01,01,09,-01,25
Y01070101102900,0.211200,01,07,01,01,10,-29,00
Y01070101102204,1.930000,01,07,01,01,10,-22,04
Y01070101102105,18.460000,01,07,01,01,10,-21,05
Y01070101102006,31.070000,01,07,01,01,10,-20,06
Y01070101101907,68.820000,01,07,01,01,10,-19,07
Y01070101101808,0.780000,01,07,01,01,10,-18,08
Y01070101101709,17.860000,01,07,01,01,10,-17,09
Y01070101101610,32.730000,01,07,01,01,10,-16,10
Y01070101101511,50.950000,01,07,01,01,10,-15,11
Y01070101101412,20.900000,01,07,01,01,10,-14,12
Y01070101101115,81.340000,01,07,01,01,10,-11,15
Y01070101100917,28.530000,01,07,01,01,10,-09,17
Y01070101112000,24.810000,01,07,01,01,11,-20,00
Y01070101111800,6.700000,01,07,01,01,11,-18,00
Y01070101111602,0.220000,01,07,01,01,11,-16,02
Y01070101111503,3.420000,01,07,01,01,11,-15,03
Y01070101111404,15.450000,01,07,01,01,11,-14,04
Y01070101111305,8.450000,01,07,01,01,11,-13,05
Y01070101111206,4.630000,01,07,01,01,11,-12,06
Y01070101111107,8.600000,01,07,01,01,11,-11,07
Y01070101110909,3.780000,01,07,01,01,11,-09,09
Y01070101110810,0.840000,01,07,01,01,11,-08,10
Y01070101110513,1.820000,01,07,01,01,11,-05,13
Y01070101110414,2.190000,01,07,01,01,11,-04,14
Y01070101110216,1.700000,01,07,01,01,11,-02,16
Y01070101110117,4.410000,01,07,01,01,11,-01,17
Y01070102013000,59.400000,01,07,01,02,01,-30,00
Y01070102012900,37.430000,01,07,01,02,01,-29,00
Y01070102012800,6.180000,01,07,01,02,01,-28,00
Y01070102012700,68.240000,01,07,01,02,01,-27,00
Y01070102012600,14.610000,01,07,01,02,01,-26,00
Y01070102012500,4.680000,01,07,01,02,01,-25,00
Y01070102012400,117.800000,01,07,01,02,01,-24,00
Y01070102012300,83.830000,01,07,01,02,01,-23,00
Y01070102012201,40.960000,01,07,01,02,01,-22,01
Y01070102012102,159.200000,01,07,01,02,01,-21,02
Y01070102012003,326.700000,01,07,01,02,01,-20,03
Y01070102011904,324.100000,01,07,01,02,01,-19,04
Y01070102011805,484.800000,01,07,01,02,01,-18,05
Y01070102011706,273.400000,01,07,01,02,01,-17,06
Y01070102011607,705.800000,01,07,01,02,01,-16,07
Y01070102011508,524.600000,01,07,01,02,01,-15,08
Y01070102011409,496.000000,01,07,01,02,01,-14,09
Y01070102011310,333.400000,01,07,01,02,01,-13,10
Y01070102011211,625.000000,01,07,01,02,01,-12,11
Y01070102011112,57.480000,01,07,01,02,01,-11,12
Y01070102010914,120.100000,01,07,01,02,01,-09,14
Y01070102010815,39.060000,01,07,01,02,01,-08,15
Y01070102010716,7.640000,01,07,01,02,01,-07,16
Y01070102010617,40.040000,01,07,01,02,01,-06,17
Y01070102010419,4.340000,01,07,01,02,01,-04,19
Y01070102010221,191.200000,01,07,01,02,01,-02,21
Y01070102010122,180.300000,01,07,01,02,01,-01,22
Y01070102023000,42.200000,01,07,01,02,02,-30,00
Y01070102022900,17.230000,01,07,01,02,02,-29,00
Y01070102022800,3.500000,01,07,01,02,02,-28,00
Y01070102022700,4.720000,01,07,01,02,02,-27,00
Y01070102022600,10.850000,01,07,01,02,02,-26,00
Y01070102022500,3.310000,01,07,01,02,02,-25,00
Y01070102022400,43.070000,01,07,01,02,02,-24,00
Y01070102022300,66.630000,01,07,01,02,02,-23,00
Y01070102022201,217.800000,01,07,01,02,02,-22,01
Y01070102022102,196.000000,01,07,01,02,02,-21,02
Y01070102022003,326.500000,01,07,01,02,02,-20,03
Y01070102021904,90.610000,01,07,01,02,02,-19,04
Y01070102021805,209.800000,01,07,01,02,02,-18,05
Y01070102021706,744.600000,01,07,01,02,02,-17,06
Y01070102021607,276.900000,01,07,01,02,02,-16,07
Y01070102021508,210.200000,01,07,01,02,02,-15,08
Y01070102021409,39.380000,01,07,01,02,02,-14,09
Y01070102021310,8.440000,01,07,01,02,02,-13,10
Y01070102021013,740.800000,01,07,01,02,02,-10,13
Y01070102020914,518.800000,01,07,01,02,02,-09,14
Y01070102020815,914.400000,01,07,01,02,02,-08,15
Y01070102020716,728.100000,01,07,01,02,02,-07,16
Y01070102020617,80.820000,01,07,01,02,02,-06,17
Y01070102020518,266.400000,01,07,01,02,02,-05,18
Y01070102020419,314.300000,01,07,01,02,02,-04,19
Y01070102020320,317.700000,01,07,01,02,02,-03,20
Y01070102020221,168.300000,01,07,01,02,02,-02,21
Y01070102020122,888.600000,01,07,01,02,02,-01,22
Y01070102033000,11.880000,01,07,01,02,03,-30,00
Y01070102032900,4.198000,01,07,01,02,03,-29,00
Y01070102032800,1.100000,01,07,01,02,03,-28,00
Y01070102032700,4.910000,01,07,01,02,03,-27,00
Y01070102032600,30.450000,01,07,01,02,03,-26,00
Y01070102032500,8.660000,01,07,01,02,03,-25,00
Y01070102032400,17.380000,01,07,01,02,03,-24,00
Y01070102032300,7.930000,01,07,01,02,03,-23,00
Y01070102032201,29.420000,01,07,01,02,03,-22,01
Y01070102032102,91.860000,01,07,01,02,03,-21,02
Y01070102032003,9.590000,01,07,01,02,03,-20,03
Y01070102031706,3.360000,01,07,01,02,03,-17,06
Y01070102073000,0.932800,01,07,01,02,07,-30,00
Y01070102071808,0.680000,01,07,01,02,07,-18,08
Y01070102071214,48.360000,01,07,01,02,07,-12,14
Y01070102071016,9.720000,01,07,01,02,07,-10,16
Y01070102070917,64.020000,01,07,01,02,07,-09,17
Y01070102083000,0.114400,01,07,01,02,08,-30,00
Y01070102081808,96.750000,01,07,01,02,08,-18,08
Y01070102081214,8.060000,01,07,01,02,08,-12,14
Y01070102080323,37.760000,01,07,01,02,08,-03,23
Y01070102092600,4.260000,01,07,01,02,09,-26,00
Y01070102092006,44.070000,01,07,01,02,09,-20,06
Y01070102102900,4.488000,01,07,01,02,10,-29,00
Y01070102102204,13.230000,01,07,01,02,10,-22,04
Y01070102102105,70.140000,01,07,01,02,10,-21,05
Y01070102101709,0.130000,01,07,01,02,10,-17,09
Y01070102101511,54.570000,01,07,01,02,10,-15,11
Y01070102101412,59.410000,01,07,01,02,10,-14,12
Y01070102101115,110.500000,01,07,01,02,10,-11,15
Y01070102101016,51.990000,01,07,01,02,10,-10,16
Y01070102100917,17.890000,01,07,01,02,10,-09,17
Y01070102100719,14.990000,01,07,01,02,10,-07,19
Y01070102100620,255.700000,01,07,01,02,10,-06,20
Y01070102100521,318.500000,01,07,01,02,10,-05,21
Y01070102100422,139.300000,01,07,01,02,10,-04,22
Y01070102100224,38.280000,01,07,01,02,10,-02,24
Y01070102100125,240.400000,01,07,01,02,10,-01,25
Y01070102111800,1.750000,01,07,01,02,11,-18,00
Y01070102111404,2.740000,01,07,01,02,11,-14,04
Y01070102111305,57.580000,01,07,01,02,11,-13,05
Y01070102111206,1.780000,01,07,01,02,11,-12,06
Y01070103013000,133.000000,01,07,01,03,01,-30,00
Y01070103012900,57.050000,01,07,01,03,01,-29,00
Y01070103012800,16.650000,01,07,01,03,01,-28,00
Y01070103012700,43.060000,01,07,01,03,01,-27,00
Y01070103012600,116.100000,01,07,01,03,01,-26,00
Y01070103012500,59.880000,01,07,01,03,01,-25,00
Y01070103012400,103.600000,01,07,01,03,01,-24,00
Y01070103012300,212.500000,01,07,01,03,01,-23,00
Y01070103012201,185.100000,01,07,01,03,01,-22,01
Y01070103012102,665.700000,01,07,01,03,01,-21,02
Y01070103012003,810.200000,01,07,01,03,01,-20,03
Y01070103011904,636.500000,01,07,01,03,01,-19,04
Y01070103011805,1173.000000,01,07,01,03,01,-18,05
Y01070103011706,1516.000000,01,07,01,03,01,-17,06
Y01070103011607,854.000000,01,07,01,03,01,-16,07
Y01070103011508,982.700000,01,07,01,03,01,-15,08
Y01070103011409,1073.000000,01,07,01,03,01,-14,09
Y01070103011310,583.100000,01,07,01,03,01,-13,10
Y01070103011211,1234.000000,01,07,01,03,01,-12,11
Y01070103011112,493.500000,01,07,01,03,01,-11,12
Y01070103010914,233.600000,01,07,01,03,01,-09,14
Y01070103010815,456.800000,01,07,01,03,01,-08,15
Y01070103010716,207.700000,01,07,01,03,01,-07,16
Y01070103010518,187.900000,01,07,01,03,01,-05,18
Y01070103010419,239.900000,01,07,01,03,01,-04,19
Y01070103010320,154.800000,01,07,01,03,01,-03,20
Y01070103010221,357.100000,01,07,01,03,01,-02,21
Y01070103010122,269.200000,01,07,01,03,01,-01,22
Y01070103023000,27.020000,01,07,01,03,02,-30,00
Y01070103022900,6.098000,01,07,01,03,02,-29,00
Y01070103022800,58.400000,01,07,01,03,02,-28,00
Y01070103022700,42.490000,01,07,01,03,02,-27,00
Y01070103022600,36.150000,01,07,01,03,02,-26,00
Y01070103022500,30.140000,01,07,01,03,02,-25,00
Y01070103022400,104.600000,01,07,01,03,02,-24,00
Y01070103022300,174.600000,01,07,01,03,02,-23,00
Y01070103022201,421.500000,01,07,01,03,02,-22,01
Y01070103022102,422.400000,01,07,01,03,02,-21,02
Y01070103022003,817.900000,01,07,01,03,02,-20,03
Y01070103021904,136.900000,01,07,01,03,02,-19,04
Y01070103021805,927.400000,01,07,01,03,02,-18,05
Y01070103021706,782.300000,01,07,01,03,02,-17,06
Y01070103021607,498.100000,01,07,01,03,02,-16,07
Y01070103021508,250.900000,01,07,01,03,02,-15,08
Y01070103021409,169.900000,01,07,01,03,02,-14,09
Y01070103021310,326.100000,01,07,01,03,02,-13,10
Y01070103021211,20.840000,01,07,01,03,02,-12,11
Y01070103021013,282.700000,01,07,01,03,02,-10,13
Y01070103020914,381.000000,01,07,01,03,02,-09,14
Y01070103020815,125.000000,01,07,01,03,02,-08,15
Y01070103020716,474.300000,01,07,01,03,02,-07,16
Y01070103020617,469.600000,01,07,01,03,02,-06,17
Y01070103020518,222.500000,01,07,01,03,02,-05,18
Y01070103020419,275.400000,01,07,01,03,02,-04,19
Y01070103020320,373.800000,01,07,01,03,02,-03,20
Y01070103020221,114.300000,01,07,01,03,02,-02,21
Y01070103020122,733.900000,01,07,01,03,02,-01,22
Y01070103033000,4.717000,01,07,01,03,03,-30,00
Y01070103032900,12.060000,01,07,01,03,03,-29,00
Y01070103032800,7.080000,01,07,01,03,03,-28,00
Y01070103032700,49.850000,01,07,01,03,03,-27,00
Y01070103032600,15.940000,01,07,01,03,03,-26,00
Y01070103032500,4.990000,01,07,01,03,03,-25,00
Y01070103032400,0.970000,01,07,01,03,03,-24,00
Y01070103032300,38.000000,01,07,01,03,03,-23,00
Y01070103032201,36.840000,01,07,01,03,03,-22,01
Y01070103032102,87.550000,01,07,01,03,03,-21,02
Y01070103032003,115.600000,01,07,01,03,03,-20,03
Y01070103031904,6.700000,01,07,01,03,03,-19,04
Y01070103031607,2.350000,01,07,01,03,03,-16,07
Y01070103031310,0.210000,01,07,01,03,03,-13,10
Y01070103073000,3.414000,01,07,01,03,07,-30,00
Y01070103072303,374.400000,01,07,01,03,07,-23,03
Y01070103071907,244.900000,01,07,01,03,07,-19,07
Y01070103071808,159.600000,01,07,01,03,07,-18,08
Y01070103071214,139.400000,01,07,01,03,07,-12,14
Y01070103071115,74.440000,01,07,01,03,07,-11,15
Y01070103081709,8.620000,01,07,01,03,08,-17,09
Y01070103080422,144.400000,01,07,01,03,08,-04,22
Y01070103080323,41.340000,01,07,01,03,08,-03,23
Y01070103080125,502.700000,01,07,01,03,08,-01,25
Y01070103093000,59.510000,01,07,01,03,09,-30,00
Y01070103092600,0.130000,01,07,01,03,09,-26,00
Y01070103092105,11.830000,01,07,01,03,09,-21,05
Y01070103103000,15.690000,01,07,01,03,10,-30,00
Y01070103102204,76.110000,01,07,01,03,10,-22,04
Y01070103102105,82.300000,01,07,01,03,10,-21,05
Y01070103102006,93.010000,01,07,01,03,10,-20,06
Y01070103101808,20.720000,01,07,01,03,10,-18,08
Y01070103101709,117.700000,01,07,01,03,10,-17,09
Y01070103101016,59.210000,01,07,01,03,10,-10,16
Y01070103100917,13.730000,01,07,01,03,10,-09,17
Y01070103100620,228.100000,01,07,01,03,10,-06,20
Y01070103100422,11.410000,01,07,01,03,10,-04,22
Y01070103100224,18.340000,01,07,01,03,10,-02,24
Y01070103100125,14.470000,01,07,01,03,10,-01,25
Y01070103112000,7.050000,01,07,01,03,11,-20,00
Y01070103111404,3.950000,01,07,01,03,11,-14,04
Y01070103111305,55.930000,01,07,01,03,11,-13,05
Y01070103111206,28.430000,01,07,01,03,11,-12,06
Y01070103110909,3.110000,01,07,01,03,11,-09,09
Y01070104013000,217.000000,01,07,01,04,01,-30,00
Y01070104012900,263.900000,01,07,01,04,01,-29,00
Y01070104012800,13.010000,01,07,01,04,01,-28,00
Y01070104012700,196.700000,01,07,01,04,01,-27,00
Y01070104012600,34.540000,01,07,01,04,01,-26,00
Y01070104012500,60.460000,01,07,01,04,01,-25,00
Y01070104012400,167.400000,01,07,01,04,01,-24,00
Y01070104012300,334.300000,01,07,01,04,01,-23,00
Y01070104012201,123.400000,01,07,01,04,01,-22,01
Y01070104012102,360.500000,01,07,01,04,01,-21,02
Y01070104012003,1242.000000,01,07,01,04,01,-20,03
Y01070104011904,528.200000,01,07,01,04,01,-19,04
Y01070104011805,241.400000,01,07,01,04,01,-18,05
Y01070104011706,19.490000,01,07,01,04,01,-17,06
Y01070104011607,93.010000,01,07,01,04,01,-16,07
Y01070104011508,252.400000,01,07,01,04,01,-15,08
Y01070104011409,319.600000,01,07,01,04,01,-14,09
Y01070104011310,151.400000,01,07,01,04,01,-13,10
Y01070104011211,307.400000,01,07,01,04,01,-12,11
Y01070104011112,178.800000,01,07,01,04,01,-11,12
Y01070104010815,18.220000,01,07,01,04,01,-08,15
Y01070104010518,62.290000,01,07,01,04,01,-05,18
Y01070104010419,21.070000,01,07,01,04,01,-04,19
Y01070104010320,46.680000,01,07,01,04,01,-03,20
Y01070104010221,241.400000,01,07,01,04,01,-02,21
Y01070104010122,179.000000,01,07,01,04,01,-01,22
Y01070104023000,55.400000,01,07,01,04,02,-30,00
Y01070104022900,1.373000,01,07,01,04,02,-29,00
Y01070104022800,2.950000,01,07,01,04,02,-28,00
Y01070104022700,14.490000,01,07,01,04,02,-27,00
Y01070104022600,68.570000,01,07,01,04,02,-26,00
Y01070104022500,80.370000,01,07,01,04,02,-25,00
Y01070104022400,154.600000,01,07,01,04,02,-24,00
Y01070104022300,236.700000,01,07,01,04,02,-23,00
Y01070104022201,255.000000,01,07,01,04,02,-22,01
Y01070104022102,204.500000,01,07,01,04,02,-21,02
Y01070104022003,1142.000000,01,07,01,04,02,-20,03
Y01070104021904,360.600000,01,07,01,04,02,-19,04
Y01070104021805,100.500000,01,07,01,04,02,-18,05
Y01070104021607,2.000000,01,07,01,04,02,-16,07
Y01070104021508,426.300000,01,07,01,04,02,-15,08
Y01070104021409,1.550000,01,07,01,04,02,-14,09
Y01070104021310,111.400000,01,07,01,04,02,-13,10
Y01070104021211,4.840000,01,07,01,04,02,-12,11
Y01070104021013,143.900000,01,07,01,04,02,-10,13
Y01070104020815,28.070000,01,07,01,04,02,-08,15
Y01070104020716,209.100000,01,07,01,04,02,-07,16
Y01070104020617,202.600000,01,07,01,04,02,-06,17
Y01070104020518,127.200000,01,07,01,04,02,-05,18
Y01070104020419,577.700000,01,07,01,04,02,-04,19
Y01070104020320,73.040000,01,07,01,04,02,-03,20
Y01070104020221,292.400000,01,07,01,04,02,-02,21
Y01070104020122,573.400000,01,07,01,04,02,-01,22
Y01070104033000,10.140000,01,07,01,04,03,-30,00
Y01070104032700,0.070000,01,07,01,04,03,-27,00
Y01070104032600,1.000000,01,07,01,04,03,-26,00
Y01070104032500,0.810000,01,07,01,04,03,-25,00
Y01070104032400,109.800000,01,07,01,04,03,-24,00
Y01070104032300,33.600000,01,07,01,04,03,-23,00
Y01070104032201,37.110000,01,07,01,04,03,-22,01
Y01070104032102,65.870000,01,07,01,04,03,-21,02
Y01070104032003,96.600000,01,07,01,04,03,-20,03
Y01070104031904,63.840000,01,07,01,04,03,-19,04
Y01070104031805,17.020000,01,07,01,04,03,-18,05
Y01070104031508,0.050000,01,07,01,04,03,-15,08
Y01070104031310,0.880000,01,07,01,04,03,-13,10
Y01070104081709,11.410000,01,07,01,04,08,-17,09
Y01070104080818,3.050000,01,07,01,04,08,-08,18
Y01070104080224,97.460000,01,07,01,04,08,-02,24
Y01070104080125,27.100000,01,07,01,04,08,-01,25
Y01070104092900,7.093000,01,07,01,04,09,-29,00
Y01070104103000,0.369600,01,07,01,04,10,-30,00
Y01070104102800,0.680000,01,07,01,04,10,-28,00
Y01070104102700,1.670000,01,07,01,04,10,-27,00
Y01070104102600,0.110000,01,07,01,04,10,-26,00
Y01070104102402,2.690000,01,07,01,04,10,-24,02
Y01070104102204,50.380000,01,07,01,04,10,-22,04
Y01070104102105,114.100000,01,07,01,04,10,-21,05
Y01070104102006,0.160000,01,07,01,04,10,-20,06
Y01070104101511,3.680000,01,07,01,04,10,-15,11
Y01070104112000,59.040000,01,07,01,04,11,-20,00
Y01070104111900,30.030000,01,07,01,04,11,-19,00
Y01070104111800,4.520000,01,07,01,04,11,-18,00
Y01070104111602,5.950000,01,07,01,04,11,-16,02
Y01070104111503,15.480000,01,07,01,04,11,-15,03
Y01070104111404,79.530000,01,07,01,04,11,-14,04
Y01070104111305,68.590000,01,07,01,04,11,-13,05
Y01070104111206,114.200000,01,07,01,04,11,-12,06
Y01070104111107,3.190000,01,07,01,04,11,-11,07
Y01070104111008,208.800000,01,07,01,04,11,-10,08
Y01070104110909,14.970000,01,07,01,04,11,-09,09
Y01070104110810,5.170000,01,07,01,04,11,-08,10
Y01070104110612,58.980000,01,07,01,04,11,-06,12
Y01070104110513,25.320000,01,07,01,04,11,-05,13
Y01070104110315,342.100000,01,07,01,04,11,-03,15
Y01070201013000,75.090000,01,07,02,01,01,-30,00
Y01070201012900,17.720000,01,07,02,01,01,-29,00
Y01070201012800,69.540000,01,07,02,01,01,-28,00
Y01070201012700,0.310000,01,07,02,01,01,-27,00
Y01070201012600,8.570000,01,07,02,01,01,-26,00
Y01070201012500,12.260000,01,07,02,01,01,-25,00
Y01070201012400,7.300000,01,07,02,01,01,-24,00
Y01070201012300,11.990000,01,07,02,01,01,-23,00
Y01070201012201,32.010000,01,07,02,01,01,-22,01
Y01070201012102,108.100000,01,07,02,01,01,-21,02
Y01070201012003,104.400000,01,07,02,01,01,-20,03
Y01070201011904,181.000000,01,07,02,01,01,-19,04
Y01070201011805,189.300000,01,07,02,01,01,-18,05
Y01070201011706,123.300000,01,07,02,01,01,-17,06
Y01070201011607,55.430000,01,07,02,01,01,-16,07
Y01070201011508,177.600000,01,07,02,01,01,-15,08
Y01070201011409,288.000000,01,07,02,01,01,-14,09
Y01070201011310,336.200000,01,07,02,01,01,-13,10
Y01070201011211,510.300000,01,07,02,01,01,-12,11
Y01070201011112,452.200000,01,07,02,01,01,-11,12
Y01070201011013,0.840000,01,07,02,01,01,-10,13
Y01070201010914,89.040000,01,07,02,01,01,-09,14
Y01070201010815,149.900000,01,07,02,01,01,-08,15
Y01070201010716,200.400000,01,07,02,01,01,-07,16
Y01070201010617,172.900000,01,07,02,01,01,-06,17
Y01070201010518,313.600000,01,07,02,01,01,-05,18
Y01070201010419,263.900000,01,07,02,01,01,-04,19
Y01070201010320,2.100000,01,07,02,01,01,-03,20
Y01070201010221,4.090000,01,07,02,01,01,-02,21
Y01070201010122,66.440000,01,07,02,01,01,-01,22
Y01070201023000,32.110000,01,07,02,01,02,-30,00
Y01070201022900,16.180000,01,07,02,01,02,-29,00
Y01070201022800,14.840000,01,07,02,01,02,-28,00
Y01070201022700,100.400000,01,07,02,01,02,-27,00
Y01070201022600,52.270000,01,07,02,01,02,-26,00
Y01070201022500,29.070000,01,07,02,01,02,-25,00
Y01070201022400,41.290000,01,07,02,01,02,-24,00
Y01070201022300,59.530000,01,07,02,01,02,-23,00
Y01070201022201,161.000000,01,07,02,01,02,-22,01
Y01070201022102,324.900000,01,07,02,01,02,-21,02
Y01070201022003,266.400000,01,07,02,01,02,-20,03
Y01070201021904,364.100000,01,07,02,01,02,-19,04
Y01070201021805,103.400000,01,07,02,01,02,-18,05
Y01070201021706,52.270000,01,07,02,01,02,-17,06
Y01070201021607,9.240000,01,07,02,01,02,-16,07
Y01070201021409,194.200000,01,07,02,01,02,-14,09
Y01070201021310,9.040000,01,07,02,01,02,-13,10
Y01070201021211,9.290000,01,07,02,01,02,-12,11
Y01070201021112,3.490000,01,07,02,01,02,-11,12
Y01070201021013,226.000000,01,07,02,01,02,-10,13
Y01070201020914,76.430000,01,07,02,01,02,-09,14
Y01070201020815,304.000000,01,07,02,01,02,-08,15
Y01070201020716,119.400000,01,07,02,01,02,-07,16
Y01070201020617,334.100000,01,07,02,01,02,-06,17
Y01070201020518,225.100000,01,07,02,01,02,-05,18
Y01070201020419,343.200000,01,07,02,01,02,-04,19
Y01070201020320,331.300000,01,07,02,01,02,-03,20
Y01070201020221,173.300000,01,07,02,01,02,-02,21
Y01070201020122,245.300000,01,07,02,01,02,-01,22
Y01070201033000,15.310000,01,07,02,01,03,-30,00
Y01070201032900,2.473000,01,07,02,01,03,-29,00
Y01070201032800,1.790000,01,07,02,01,03,-28,00
Y01070201032700,9.780000,01,07,02,01,03,-27,00
Y01070201032600,6.280000,01,07,02,01,03,-26,00
Y01070201032500,1.050000,01,07,02,01,03,-25,00
Y01070201032400,0.750000,01,07,02,01,03,-24,00
Y01070201032300,4.970000,01,07,02,01,03,-23,00
Y01070201032201,4.400000,01,07,02,01,03,-22,01
Y01070201032102,49.920000,01,07,02,01,03,-21,02
Y01070201032003,32.590000,01,07,02,01,03,-20,03
Y01070201031706,0.590000,01,07,02,01,03,-17,06
Y01070201031607,1.840000,01,07,02,01,03,-16,07
Y01070201031409,1.070000,01,07,02,01,03,-14,09
Y01070201031112,1.570000,01,07,02,01,03,-11,12
Y01070201071214,21.890000,01,07,02,01,07,-12,14
Y01070201071115,83.390000,01,07,02,01,07,-11,15
Y01070201071016,148.100000,01,07,02,01,07,-10,16
Y01070201070917,107.800000,01,07,02,01,07,-09,17
Y01070201082105,2.490000,01,07,02,01,08,-21,05
Y01070201081808,301.600000,01,07,02,01,08,-18,08
Y01070201081709,270.900000,01,07,02,01,08,-17,09
Y01070201081610,457.700000,01,07,02,01,08,-16,10
Y01070201081511,362.500000,01,07,02,01,08,-15,11
Y01070201081412,242.200000,01,07,02,01,08,-14,12
Y01070201081313,21.570000,01,07,02,01,08,-13,13
Y01070201081115,60.360000,01,07,02,01,08,-11,15
Y01070201081016,139.300000,01,07,02,01,08,-10,16
Y01070201080917,250.400000,01,07,02,01,08,-09,17
Y01070201080818,134.900000,01,07,02,01,08,-08,18
Y01070201080719,80.880000,01,07,02,01,08,-07,19
Y01070201080620,79.750000,01,07,02,01,08,-06,20
